customer_city,seller_city,delivery_performance
niteroi,curitiba,2 days 00:58:54.000000000
mogi das cruzes,sao bernardo do campo,2 days 00:59:09.000000000
cubatao,piracicaba,2 days 01:00:28.000000000
santo andre,santo andre,2 days 01:00:36.000000000
indaiatuba,sao paulo,2 days 01:02:34.000000000
poa,praia grande,2 days 01:03:06.000000000
guarulhos,campo limpo paulista,2 days 01:03:35.000000000
taboao da serra,piracicaba,2 days 01:05:29.000000000
sao paulo,rio de janeiro,2 days 01:09:22.000000000
indaiatuba,campinas,2 days 01:09:25.000000000
guarulhos,hortolandia,2 days 01:10:42.000000000
itu,laranjal paulista,2 days 01:11:47.000000000
mage,petropolis,2 days 01:11:53.000000000
salvador,salvador,2 days 01:12:48.000000000
mogi mirim,campinas,2 days 01:14:28.000000000
guarulhos,maua,2 days 01:16:12.000000000
sao paulo,formiga,2 days 01:17:25.000000000
brasilia,campo limpo paulista,2 days 01:19:27.000000000
limeira,praia grande,2 days 01:20:59.000000000
aruja,santa barbara d'oeste,2 days 01:21:24.000000000
sao bernardo do campo,hortolandia,2 days 01:21:45.000000000
sao paulo,birigui,2 days 01:22:07.000000000
cajamar,salto,2 days 01:24:42.000000000
niteroi,nova iguacu,2 days 01:25:24.000000000
bauru,sumare,2 days 01:27:37.000000000
ribeirao pires,santo andre,2 days 01:28:46.000000000
guarulhos,jacarei,2 days 01:29:07.000000000
sao caetano do sul,mogi mirim,2 days 01:29:29.000000000
sorocaba,sao caetano do sul,2 days 01:32:45.000000000
nova odessa,piracicaba,2 days 01:34:04.000000000
santo andre,itaquaquecetuba,2 days 01:34:26.000000000
sao joao de meriti,rio de janeiro,2 days 01:37:28.000000000
araras,rio claro,2 days 01:37:57.000000000
sabinopolis,campinas,2 days 01:38:50.000000000
bauru,ibitinga,2 days 01:39:53.000000000
campinas,barueri,2 days 01:42:18.000000000
nova odessa,americana,2 days 01:44:54.000000000
santo andre,santa barbara d'oeste,2 days 01:46:11.000000000
jundiai,guarulhos,2 days 01:47:29.000000000
sao paulo,garca,2 days 01:49:44.000000000
ribeirao preto,bebedouro,2 days 01:50:32.000000000
cassia,betim,2 days 01:52:48.000000000
assis,amparo,2 days 01:53:25.000000000
sao paulo,vargem grande paulista,2 days 01:55:53.000000000
mairipora,cotia,2 days 01:57:47.000000000
avare,hortolandia,2 days 01:58:59.000000000
ponta grossa,curitiba,2 days 02:01:11.000000000
queimados,mesquita,2 days 02:06:54.000000000
ribeirao das neves,belo horizonte,2 days 02:13:54.000000000
niteroi,ribeirao pires,2 days 02:15:24.000000000
biguacu,brusque,2 days 02:16:30.000000000
barueri,limeira,2 days 02:18:17.000000000
florianopolis,florianopolis,2 days 02:19:32.000000000
sao paulo,goiania,2 days 02:22:15.000000000
guarulhos,mogi guacu,2 days 02:23:07.000000000
osasco,carapicuiba / sao paulo,2 days 02:23:19.000000000
diadema,santos,2 days 02:26:18.000000000
franco da rocha,sorocaba,2 days 02:27:04.000000000
piracicaba,limeira,2 days 02:27:12.000000000
sao paulo,carapicuiba / sao paulo,2 days 02:27:12.000000000
santo andre,hortolandia,2 days 02:27:44.000000000
curitiba,campo largo,2 days 02:28:16.000000000
laranjeiras do sul,curitiba,2 days 02:28:58.000000000
curitiba,campinas,2 days 02:29:32.000000000
sao paulo,paulinia,2 days 02:30:21.000000000
piracicaba,indaiatuba,2 days 02:31:30.000000000
londrina,arapongas,2 days 02:32:19.000000000
sao lourenco da serra,atibaia,2 days 02:40:10.000000000
itapevi,pedreira,2 days 02:41:16.000000000
piracicaba,campinas,2 days 02:42:08.000000000
taboao da serra,sao bernardo do campo,2 days 02:42:44.000000000
aruja,sao paulo,2 days 02:42:54.000000000
aruja,piracicaba,2 days 02:43:12.000000000
blumenau,itajai,2 days 02:43:36.000000000
casimiro de abreu,rio de janeiro,2 days 02:44:43.000000000
barueri,rio claro,2 days 02:47:58.000000000
suzano,limeira,2 days 02:51:45.000000000
capao bonito,campinas,2 days 02:52:16.000000000
santo andre,cajamar,2 days 02:52:38.000000000
juiz de fora,teresopolis,2 days 02:53:21.000000000
itapetininga,pedreira,2 days 03:02:49.000000000
piracicaba,itatiba,2 days 03:04:28.000000000
louveira,sao carlos,2 days 03:05:00.000000000
ribeirao pires,sao jose dos campos,2 days 03:05:07.000000000
franco da rocha,cajamar,2 days 03:11:18.000000000
mogi das cruzes,presidente prudente,2 days 03:12:20.000000000
mogi das cruzes,campinas,2 days 03:12:20.000000000
contagem,sao paulo,2 days 03:12:22.000000000
contagem,contagem,2 days 03:12:22.000000000
rio claro,sao bernardo do campo,2 days 03:12:29.000000000
sao paulo,borda da mata,2 days 03:13:44.000000000
sao bernardo do campo,praia grande,2 days 03:13:46.000000000
amparo,sumare,2 days 03:14:02.000000000
gravatai,bento goncalves,2 days 03:15:01.000000000
bauru,ipaussu,2 days 03:15:25.000000000
guaruja,limeira,2 days 03:17:08.000000000
sao paulo,belo horizonte,2 days 03:18:39.000000000
valinhos,sao caetano do sul,2 days 03:20:06.000000000
pirapora,betim,2 days 03:20:28.000000000
rio de janeiro,santo andre,2 days 03:20:34.000000000
sao paulo,laranjal paulista,2 days 03:21:41.000000000
sao bernardo do campo,santos,2 days 03:21:48.000000000
suzano,sao jose dos campos,2 days 03:22:20.000000000
cubatao,osasco,2 days 03:24:26.000000000
braganca paulista,santo andre,2 days 03:24:36.000000000
mogi-guacu,cotia,2 days 03:24:50.000000000
sao caetano do sul,belo horizonte,2 days 03:24:57.000000000
carapicuiba,santa barbara d'oeste,2 days 03:27:05.000000000
duque de caxias,rio de janeiro \rio de janeiro,2 days 03:29:07.000000000
sao caetano do sul,jundiai,2 days 03:29:55.000000000
poa,maua,2 days 03:33:10.000000000
campinas,praia grande,2 days 03:33:16.000000000
pindamonhangaba,colombo,2 days 03:37:33.000000000
indaiatuba,cajamar,2 days 03:40:28.000000000
osasco,braganca paulista,2 days 03:41:30.000000000
itu,piracicaba,2 days 03:43:04.000000000
sao paulo,santa barbara d´oeste,2 days 03:50:12.000000000
indaiatuba,guarulhos,2 days 03:50:38.000000000
barueri,itaquaquecetuba,2 days 03:50:52.000000000
piracicaba,sao bernardo do campo,2 days 03:50:59.000000000
santos,itapevi,2 days 03:51:00.000000000
sorocaba,hortolandia,2 days 03:52:01.000000000
rio de janeiro,curitiba,2 days 03:52:24.000000000
vitoria,campo limpo paulista,2 days 03:52:59.000000000
duartina,atibaia,2 days 03:54:00.000000000
ribeirao pires,guarulhos,2 days 03:58:03.000000000
porto alegre,parai,2 days 03:58:23.000000000
sao paulo,taubate,2 days 04:00:57.000000000
nova odessa,itatiba,2 days 04:04:05.000000000
chapeco,chapeco,2 days 04:05:11.000000000
chapeco,brasilia,2 days 04:05:11.000000000
maua,piracicaba,2 days 04:06:06.000000000
sao jose dos campos,guariba,2 days 04:06:14.000000000
porto alegre,novo hamburgo,2 days 04:06:53.000000000
guaruja,atibaia,2 days 04:11:06.000000000
vargem grande paulista,salto,2 days 04:11:33.000000000
embu das artes,americana,2 days 04:13:02.000000000
dois vizinhos,curitiba,2 days 04:13:28.000000000
piracicaba,hortolandia,2 days 04:13:52.000000000
eldorado do sul,porto alegre,2 days 04:15:09.000000000
itu,guarulhos,2 days 04:16:03.000000000
itajuba,sao paulo,2 days 04:17:16.000000000
salto,limeira,2 days 04:17:23.000000000
guaruja,praia grande,2 days 04:18:13.000000000
guaruja,guara,2 days 04:18:13.000000000
guaruja,mogi das cruzes,2 days 04:21:06.000000000
artur nogueira,sao paulo,2 days 04:21:08.000000000
araraquara,ibitinga,2 days 04:21:22.000000000
pariquera-acu,sao paulo,2 days 04:22:35.000000000
sao paulo,curitiba,2 days 04:22:40.000000000
petropolis,niteroi,2 days 04:25:14.000000000
campinas,guarulhos,2 days 04:25:20.000000000
itaquaquecetuba,santo andre,2 days 04:26:18.000000000
sorocaba,santa barbara d'oeste,2 days 04:26:26.000000000
santos,vicente de carvalho,2 days 04:27:47.000000000
mogi das cruzes,sao jose dos campos,2 days 04:28:39.000000000
sao jose dos campos,osasco,2 days 04:29:46.000000000
sao paulo,monte alegre do sul,2 days 04:31:00.000000000
campinas,atibaia,2 days 04:31:54.000000000
ferraz de vasconcelos,atibaia,2 days 04:33:01.000000000
sorocaba,atibaia,2 days 04:33:23.000000000
andradas,contagem,2 days 04:33:39.000000000
barueri,hortolandia,2 days 04:38:30.000000000
votorantim,guarulhos,2 days 04:43:12.000000000
salto,maua,2 days 04:43:38.000000000
sao paulo,santo andre/sao paulo,2 days 04:45:09.000000000
aruja,santa barbara d´oeste,2 days 04:48:17.000000000
ibirite,contagem,2 days 04:50:55.000000000
curitiba,ponta grossa,2 days 04:52:32.000000000
sao carlos,rio claro,2 days 04:56:08.000000000
guaruja,santo andre,2 days 04:58:24.000000000
sorocaba,barueri,2 days 04:59:42.000000000
brasilia,atibaia,2 days 05:00:18.000000000
campinas,sao jose do rio preto,2 days 05:00:20.000000000
sao jose dos campos,santo andre,2 days 05:02:10.000000000
maua,campinas,2 days 05:03:34.000000000
maua,blumenau,2 days 05:03:34.000000000
santos,santo andre,2 days 05:05:25.000000000
sao jose dos campos,limeira,2 days 05:06:42.000000000
santo andre,votorantim,2 days 05:07:50.000000000
sao carlos,araras,2 days 05:09:24.000000000
aruja,guarulhos,2 days 05:09:41.000000000
itaquaquecetuba,osasco,2 days 05:12:52.000000000
barueri,sao bernardo do campo,2 days 05:13:15.000000000
sorocaba,maua,2 days 05:15:33.000000000
cotia,jundiai,2 days 05:15:55.000000000
araras,sao paulo,2 days 05:16:15.000000000
taboao da serra,guarulhos,2 days 05:18:57.000000000
santa isabel,campo limpo paulista,2 days 05:21:34.000000000
braganca paulista,carapicuiba,2 days 05:24:16.000000000
alexania,brasilia,2 days 05:25:16.000000000
amparo,piracicaba,2 days 05:25:49.000000000
vicosa,borda da mata,2 days 05:27:09.000000000
sao vicente,guarulhos,2 days 05:32:00.000000000
santana de parnaiba,santo andre,2 days 05:32:07.000000000
sao paulo,capivari,2 days 05:33:23.000000000
salto,sao jose do rio preto,2 days 05:34:33.000000000
rio de janeiro,monte siao,2 days 05:35:50.000000000
barueri,sao roque,2 days 05:35:59.000000000
pato branco,curitiba,2 days 05:41:41.000000000
goiania,guarulhos,2 days 05:43:18.000000000
sao paulo,engenheiro coelho,2 days 05:44:25.000000000
amparo,porto ferreira,2 days 05:46:10.000000000
osasco,indaiatuba,2 days 05:52:07.000000000
contagem,formiga,2 days 05:53:47.000000000
sao paulo,aracatuba,2 days 05:56:32.000000000
itapecerica da serra,guarulhos,2 days 05:57:04.000000000
santo andre,belo horizonte,2 days 05:57:07.000000000
porto alegre,caxias do sul,2 days 05:58:59.000000000
boituva,santo antonio de posse,2 days 05:59:30.000000000
ribeirao pires,barueri,2 days 06:00:08.000000000
sao paulo,mairipora,2 days 06:03:17.000000000
franco da rocha,praia grande,2 days 06:05:59.000000000
belo horizonte,formiga,2 days 06:06:01.000000000
jacarei,campinas,2 days 06:07:44.000000000
americana,jacarei,2 days 06:10:07.000000000
curitiba,londrina,2 days 06:13:23.000000000
campina grande do sul,curitiba,2 days 06:14:09.000000000
rio claro,guarulhos,2 days 06:16:51.000000000
itatiba,santo andre,2 days 06:21:34.000000000
indaiatuba,atibaia,2 days 06:22:57.000000000
uberlandia,betim,2 days 06:23:09.000000000
piracicaba,pirituba,2 days 06:23:10.000000000
nova lima,sete lagoas,2 days 06:23:50.000000000
sao paulo,ipaussu,2 days 06:25:53.000000000
mogi das cruzes,piracicaba,2 days 06:28:19.000000000
jacarei,santana de parnaiba,2 days 06:28:34.000000000
americana,santo andre,2 days 06:28:46.000000000
conceicao das alagoas,fronteira,2 days 06:28:55.000000000
jundiai,diadema,2 days 06:30:44.000000000
sao paulo,itu,2 days 06:32:37.000000000
taboao da serra,campinas,2 days 06:32:45.000000000
uberaba,guarulhos,2 days 06:41:06.000000000
tatui,limeira,2 days 06:43:39.000000000
limeira,piracicaba,2 days 06:46:23.000000000
itaporanga,santa barbara d'oeste,2 days 06:47:09.000000000
cotia,limeira,2 days 06:47:33.000000000
uberlandia,belo horizonte,2 days 06:49:12.000000000
carapicuiba,sao  paulo,2 days 06:49:40.000000000
guarulhos,santos,2 days 06:55:19.000000000
volta redonda,mage,2 days 06:56:44.000000000
maua,salto,2 days 06:59:42.000000000
taubate,jacarei,2 days 07:01:43.000000000
paulinia,campo limpo paulista,2 days 07:03:03.000000000
esteio,caxias do sul,2 days 07:05:05.000000000
uberlandia,salto,2 days 07:05:31.000000000
guaruja,santos,2 days 07:11:01.000000000
campinas,mogi das cruzes,2 days 07:11:42.000000000
maua,mogi das cruzes,2 days 07:14:02.000000000
presidente prudente,penapolis,2 days 07:15:59.000000000
sao paulo,sao jose dos pinhais,2 days 07:16:14.000000000
poa,borda da mata,2 days 07:16:47.000000000
cubatao,ribeirao preto,2 days 07:16:49.000000000
sao leopoldo,porto alegre,2 days 07:17:00.000000000
curitiba,montenegro,2 days 07:18:12.000000000
pedro leopoldo,sao paulo,2 days 07:21:47.000000000
franca,sao paulo,2 days 07:22:06.000000000
ribeirao preto,ibitinga,2 days 07:24:12.000000000
cotia,mogi das cruzes,2 days 07:25:02.000000000
carapicuiba,braganca paulista,2 days 07:25:07.000000000
sao joao de meriti,sao paulo,2 days 07:26:45.000000000
embu das artes,mogi das cruzes,2 days 07:27:14.000000000
mage,sao goncalo,2 days 07:30:01.000000000
santos,sbc/sp,2 days 07:34:03.000000000
rio grande,porto alegre,2 days 07:35:33.000000000
francisco morato,guarulhos,2 days 07:36:22.000000000
itu,sorocaba,2 days 07:37:40.000000000
cabo frio,queimados,2 days 07:41:51.000000000
bauru,sao paulo,2 days 07:49:15.000000000
indaiatuba,mogi mirim,2 days 07:49:26.000000000
sao jose,cascavel,2 days 07:49:50.000000000
sertaozinho,ribeirao preto,2 days 07:50:27.000000000
americana,sao bernardo do campo,2 days 07:51:44.000000000
sao bernardo do campo,formiga,2 days 07:53:19.000000000
guarulhos,betim,2 days 07:53:23.000000000
caratinga,belo horizonte,2 days 07:55:18.000000000
rio de janeiro,macae,2 days 07:55:25.000000000
sao caetano do sul,salto,2 days 07:56:26.000000000
indaiatuba,braganca paulista,2 days 07:56:40.000000000
itajuba,borda da mata,2 days 07:58:40.000000000
pedreira,ferraz de  vasconcelos,2 days 08:05:23.000000000
sorocaba,piracicaba,2 days 08:14:49.000000000
santos,penapolis,2 days 08:17:44.000000000
cotia,santo andre,2 days 08:18:40.000000000
sao paulo,pirituba,2 days 08:21:09.000000000
itapetininga,braganca paulista,2 days 08:21:29.000000000
guarulhos,limeira,2 days 08:21:58.000000000
santo andre,campinas,2 days 08:22:07.000000000
maua,osasco,2 days 08:25:57.000000000
maringa,maringa,2 days 08:29:01.000000000
osasco,sao bernardo do campo,2 days 08:34:12.000000000
itapevi,campinas,2 days 08:38:31.000000000
osasco,vicente de carvalho,2 days 08:41:06.000000000
belo horizonte,itaquaquecetuba,2 days 08:41:19.000000000
osasco,campo limpo paulista,2 days 08:43:07.000000000
jundiai,maua,2 days 08:46:08.000000000
indaiatuba,piracicaba,2 days 08:48:22.000000000
taboao da serra,osasco,2 days 08:48:24.000000000
alem paraiba,belo horizonte,2 days 08:55:03.000000000
parnamirim,campinas,2 days 08:58:08.000000000
blumenau,joinville,2 days 08:58:10.000000000
curitiba,brusque,2 days 09:03:18.000000000
atibaia,itatiba,2 days 09:03:18.000000000
cachoeira paulista,sao paulo,2 days 09:03:27.000000000
belo horizonte,guarulhos,2 days 09:04:07.000000000
santos,rio claro,2 days 09:05:43.000000000
sao caetano do sul,santa barbara d oeste,2 days 09:09:19.000000000
santa barbara d'oeste,jacarei,2 days 09:21:54.000000000
sao carlos,sao paulo,2 days 09:23:27.000000000
sao carlos,limeira,2 days 09:23:27.000000000
itaguara,belo horizonte,2 days 09:27:48.000000000
natal,sao paulo,2 days 09:28:52.000000000
petropolis,petropolis,2 days 09:29:06.000000000
santos,echapora,2 days 09:32:50.000000000
araras,laranjal paulista,2 days 09:35:48.000000000
campinas,vargem grande paulista,2 days 09:36:18.000000000
sao bernardo do campo,itatiba,2 days 09:37:22.000000000
guarulhos,garulhos,2 days 09:40:40.000000000
pocos de caldas,belo horizonte,2 days 09:41:15.000000000
sao paulo,jau,2 days 09:42:15.000000000
sao bernardo do campo,carapicuiba,2 days 09:42:50.000000000
maua,jacarei,2 days 09:46:15.000000000
taboao da serra,santo andre,2 days 09:52:10.000000000
guarulhos,ao bernardo do campo,2 days 10:01:16.000000000
limeira,cajamar,2 days 10:02:56.000000000
praia grande,poa,2 days 10:03:48.000000000
nova iguacu,diadema,2 days 10:07:25.000000000
santo andre,pedreira,2 days 10:11:22.000000000
araguari,sao paulo,2 days 10:14:56.000000000
guaruja,alvares machado,2 days 10:18:50.000000000
diadema,itapecerica da serra,2 days 10:24:35.000000000
sao jose,maua,2 days 10:25:50.000000000
sao jose,sao bernardo do campo,2 days 10:25:50.000000000
sao paulo,betim,2 days 10:27:04.000000000
taboao da serra,limeira,2 days 10:30:55.000000000
osasco,itaquaquecetuba,2 days 10:32:35.000000000
maua,carapicuiba,2 days 10:36:59.000000000
cajamar,piracicaba,2 days 10:37:50.000000000
paulinia,sao bernardo do campo,2 days 10:39:32.000000000
umuarama,umuarama,2 days 10:39:40.000000000
ferraz de vasconcelos,curitiba,2 days 10:41:13.000000000
juiz de fora,ilicinea,2 days 10:43:45.000000000
juiz de fora,belo horizonte,2 days 10:43:45.000000000
belo horizonte,suzano,2 days 10:48:19.000000000
sao paulo,artur nogueira,2 days 10:48:46.000000000
ibirite,belo horizonte,2 days 10:49:53.000000000
osasco,borda da mata,2 days 10:51:29.000000000
belo horizonte,ribeirao preto / sao paulo,2 days 10:53:13.000000000
cajamar,atibaia,2 days 10:53:30.000000000
itu,indaiatuba,2 days 11:01:52.000000000
votorantim,sao bernardo do campo,2 days 11:03:22.000000000
rio de janeiro,piracicaba,2 days 11:04:01.000000000
rio de janeiro,assis,2 days 11:04:01.000000000
sorocaba,pedreira,2 days 11:09:51.000000000
guaruja,vicente de carvalho,2 days 11:10:13.000000000
sao jose dos campos,piracicaba,2 days 11:10:20.000000000
rio de janeiro,nova friburgo,2 days 11:13:19.000000000
maracas,salvador,2 days 11:14:16.000000000
carapicuiba,cajamar,2 days 11:18:51.000000000
jaboatao dos guararapes,recife,2 days 11:20:42.000000000
poa,santo andre,2 days 11:20:56.000000000
osasco,presidente prudente,2 days 11:24:06.000000000
franco da rocha,capivari,2 days 11:24:42.000000000
formiga,formiga,2 days 11:25:20.000000000
taboao da serra,mogi das cruzes,2 days 11:25:38.000000000
ribeirao preto,santo andre,2 days 11:26:07.000000000
guaruja,salto,2 days 11:30:52.000000000
valinhos,praia grande,2 days 11:31:01.000000000
limeira,guarulhos,2 days 11:32:26.000000000
itu,maua,2 days 11:32:32.000000000
santo andre,colombo,2 days 11:42:56.000000000
capivari,atibaia,2 days 11:46:31.000000000
piracicaba,serrana,2 days 11:46:39.000000000
atibaia,osasco,2 days 11:49:35.000000000
sao paulo,mirandopolis,2 days 11:50:24.000000000
sao bernardo do campo,ilicinea,2 days 11:52:36.000000000
nova iguacu,nova friburgo,2 days 11:55:02.000000000
sao caetano do sul,sao jose dos pinhais,2 days 11:58:14.000000000
sete lagoas,contagem,2 days 12:00:34.000000000
indaiatuba,salto,2 days 12:01:51.000000000
luiziania,assis,2 days 12:02:11.000000000
porto alegre,lajeado,2 days 12:03:27.000000000
araras,sao bernardo do campo,2 days 12:03:53.000000000
santa barbara d'oeste,indaiatuba,2 days 12:05:55.000000000
